spider,date_collected,time_collected,treatment1,treatment2,tub,container,date_added,temperature_F,sky,location,noise_location,last_fed,mass_g,mass_mg,sex,adult,molt1,molt2,molt3,molt4,lastmolt,released,died_yn,died,eggs_yn,eggs,eggs_2,longitude,latitude,visible,mapped,web_photo,spider_photo,vibr_sec,web_height_cm,sub_height_cm,place,collection_mass_mg,substrate,Notes,line_date1,silk_date1,line_mass1,silkline_mass1,silk_mass1,tb1date,tb_1,tb2date,tb_2,tb3date,tb_3,tb4date,tb_4,tb5date,tb_5,tb6date,tb_6,tb7date,tb_7,tb8date,tb_8,tb9date,tb_9,tb10date,tb_10,tb11date,tb_11,tb12date,tb_12,prey1date,prey_1,prey2date,prey_2,prey3date,prey_3,prey4date,prey_4,prey5date,prey_5,prey6date,prey_6,prey7date,prey_7,prey8date,prey_8,prey9date,prey_9,prey10date,prey_10,prey11date,prey_11,prey12date,prey_12,line_date_before,silk_date_before,line_mass_before,silkline_mass_before,silk_mass_before,line_date_bs,silk_date_bs,line_mass_bs,silkline_mass_bs,silk_mass_bs,line_date_as,silk_date_as,line_mass_as,silkline_mass_as,silk_mass_as,line_date_original,silk_date_original,line_mass_original,silkline_mass_original,silk_mass_original
AP099,7/8/21,09:23,silent,silent,21,7,7/25/21,70,sunny,tonys,rural,9/2/21,0.0611,61.1,M,TRUE,8/12/21,9/2/21,,,9/2/21,n,n,,n,,,40.669729,-96.794057,TRUE,TRUE,TRUE,TRUE,12,6,39,outside,26.3,Grass,,9/5/21,9/8/21,15.26,24.42,9.16,9/5/21,2.12,9/8/21,0.53,9/12/21,0.69,9/15/21,0.44,9/19/21,0.69,9/22/21,25.75,9/26/21,0.97,9/29/21,6.84,10/3/21,1.38,10/6/21,2.96,10/10/21,0.91,10/13/21,28.85,9/6/21,0.96,9/9/21,0.88,9/13/21,0.56,9/16/21,1.18,9/20/21,3.03,9/23/21,0.66,9/27/21,0.97,9/30/21,5.22,10/4/21,9.25,10/7/21,0.88,10/11/21,1.79,10/14/21,2.91,9/5/21,9/8/21,15.26,24.42,9.16,9/24/21,9/29/21,15.138,20.118,4.9800,10/15/21,10/20/21,15.069,20.758,5.689,11/10/21,11/14/21,15.201,16.044,0.843
AP100,7/8/21,09:29,silent,silent,24,8,7/25/21,71,sunny,tonys,rural,9/2/21,0.0726,72.6,M,TRUE,8/9/21,8/31/21,,,8/31/21,n,n,,n,,,40.669729,-96.794057,TRUE,TRUE,TRUE,TRUE,3,8,9,outside,28.9,Ground ivy,,9/5/21,9/8/21,15.16,18.96,3.8,9/5/21,8.07,9/8/21,14.19,9/12/21,0.66,9/15/21,0.53,9/19/21,0.31,9/22/21,4.13,9/26/21,30,9/29/21,30,10/3/21,30,10/6/21,30,10/10/21,30,10/13/21,30,9/6/21,0.81,9/9/21,0.65,9/13/21,0.79,9/16/21,30,9/20/21,0.93,9/23/21,27.66,9/27/21,30,9/30/21,30,10/4/21,1.79,10/7/21,30,10/11/21,30,10/14/21,30,9/5/21,9/8/21,15.16,18.96,3.80,9/24/21,9/29/21,14.629,17.299,2.6700,10/15/21,10/20/21,14.288,15.395,1.107,11/10/21,11/14/21,15.084,15.831,0.747
AP101,7/8/21,09:42,silent,silent,30,9,7/25/21,71,sunny,tonys,rural,9/2/21,0.0986,98.6,F,FALSE,8/23/21,,,,8/23/21,n,n,,n,,,40.669697,-96.793855,TRUE,TRUE,TRUE,TRUE,3,9,11,outside,58,Ground ivy,,9/5/21,9/8/21,14.84,20.21,5.37,9/5/21,0.28,9/8/21,0.44,9/12/21,0.31,9/15/21,0.66,9/19/21,0.28,9/22/21,0.62,9/26/21,0.5,9/29/21,0.31,10/3/21,2.31,10/6/21,2.41,10/10/21,4.94,10/13/21,2.37,9/6/21,2.87,9/9/21,0.75,9/13/21,0.82,9/16/21,1.07,9/20/21,0.63,9/23/21,1.29,9/27/21,0.72,9/30/21,1.62,10/4/21,0.66,10/7/21,0.85,10/11/21,1.97,10/14/21,30,9/5/21,9/8/21,14.84,20.21,5.37,9/24/21,9/29/21,14.982,23.917,8.9350,10/15/21,10/20/21,14.982,25.286,10.304,11/10/21,11/14/21,15.081,15.811,0.730
AP102,7/8/21,09:44,quiet,quiet,27,7,7/25/21,71,sunny,tonys,rural,9/2/21,0.1012,101.2,F,FALSE,7/15/21,8/9/21,9/5/21,,9/5/21,n,n,,n,,,40.669706,-96.793728,TRUE,TRUE,TRUE,TRUE,1,8,11,outside,32.7,Ground ivy,,9/5/21,9/8/21,14.94,18.64,3.7,9/5/21,30,9/8/21,0.43,9/12/21,0.6,9/15/21,0.65,9/19/21,0.5,9/22/21,0.75,9/26/21,0.94,9/29/21,6.97,10/3/21,2.5,10/6/21,0.5,10/10/21,5.41,10/13/21,9.03,9/6/21,30,9/9/21,0.62,9/13/21,1.37,9/16/21,9.78,9/20/21,3.94,9/23/21,4.22,9/27/21,3.66,9/30/21,0.9,10/4/21,11.5,10/7/21,21.03,10/11/21,13.38,10/14/21,6.71,9/5/21,9/8/21,14.94,18.64,3.70,9/24/21,9/29/21,14.794,18.919,4.1250,10/15/21,10/20/21,14.327,21.303,6.976,11/10/21,11/14/21,14.852,15.282,0.430
AP103,7/8/21,09:48,silent,silent,27,6,7/25/21,71,sunny,tonys,rural,9/2/21,0.0664,66.4,M,TRUE,8/6/21,8/31/21,,,8/31/21,n,n,,n,,,40.669706,-96.793728,TRUE,TRUE,TRUE,TRUE,2,8,11,outside,25.1,Ground ivy,,9/5/21,9/8/21,15.27,17.36,2.09,9/5/21,0.44,9/8/21,1.06,9/12/21,0.5,9/15/21,0.63,9/19/21,0.78,9/22/21,0.66,9/26/21,8.82,9/29/21,30,10/3/21,30,10/6/21,0.37,10/10/21,1.9,10/13/21,30,9/6/21,30,9/9/21,14.72,9/13/21,17.22,9/16/21,0.66,9/20/21,8.72,9/23/21,1.16,9/27/21,30,9/30/21,1.56,10/4/21,3.69,10/7/21,5.75,10/11/21,2.43,10/14/21,4.28,9/5/21,9/8/21,15.27,17.36,2.09,9/24/21,9/29/21,15.043,17.908,2.8650,10/15/21,10/20/21,15.162,19.536,4.374,11/10/21,11/14/21,15.365,15.437,0.072
AP104,7/8/21,09:55,quiet,loud,6,8,7/25/21,72,sunny,tonys,rural,9/2/21,0.108,108,F,FALSE,7/20/21,8/23/21,,,8/23/21,y,n,,n,,,40.669757,-96.793625,TRUE,TRUE,TRUE,TRUE,2,4,7,outside,20.8,Ground ivy,,9/4/21,9/7/21,15.37,20.49,5.12,9/4/21,0.38,9/7/21,0.54,9/11/21,0.75,9/14/21,0.46,9/18/21,0.72,9/21/21,0.78,9/25/21,0.38,9/28/21,1.12,10/2/21,1.72,10/5/21,0.97,10/9/21,1.13,10/12/21,2.44,9/5/21,0.91,9/8/21,0.76,9/12/21,0.72,9/15/21,1.94,9/19/21,1.1,9/22/21,1.44,9/26/21,0.59,9/29/21,5.37,10/3/21,0.87,10/6/21,2.18,10/10/21,11.69,10/13/21,0.94,9/4/21,9/7/21,15.37,20.49,5.12,9/24/21,9/28/21,15.437,22.083,6.6460,10/15/21,10/19/21,14.881,23.171,8.290,11/10/21,11/14/21,15.383,16.321,0.938
AP105,7/8/21,10:01,loud,loud,7,1,7/25/21,72,sunny,tonys,rural,9/2/21,0.0723,72.3,M,TRUE,8/3/21,8/31/21,,,8/31/21,n,y,10/18/21,n,,,40.669609,-96.793658,TRUE,TRUE,TRUE,TRUE,no reaction,11,30,outside,24.1,Ground ivy,,9/4/21,9/7/21,15.29,16.67,1.38,9/4/21,0.84,9/7/21,5.09,9/11/21,0.88,9/14/21,0.78,9/18/21,0.57,9/21/21,5.53,9/25/21,10.44,9/28/21,6.15,10/2/21,6.82,10/5/21,30,10/9/21,30,10/12/21,30,9/5/21,0.6,9/8/21,30,9/12/21,0.81,9/15/21,3.53,9/19/21,17.82,9/22/21,1.16,9/26/21,15.75,9/29/21,9.06,10/3/21,4.84,10/6/21,30,10/10/21,30,10/13/21,30,9/4/21,9/7/21,15.29,16.67,1.38,9/24/21,9/28/21,15.238,18.713,3.4750,10/15/21,10/19/21,15.138,16.796,1.658,11/10/21,11/14/21,15.412,16.204,0.792
AP106,7/8/21,10:17,quiet,quiet,27,3,7/25/21,72,sunny,tonys,rural,9/2/21,0.0924,92.4,F,FALSE,7/20/21,8/23/21,,,8/23/21,n,n,,y,10/11/21,,40.669566,-96.793642,TRUE,TRUE,TRUE,TRUE,6,10,16,outside,21.3,Ground ivy,,9/5/21,9/8/21,14.77,21.66,6.89,9/5/21,0.22,9/8/21,5.25,9/12/21,12.44,9/15/21,5.6,9/19/21,0.38,9/22/21,0.59,9/26/21,12.75,9/29/21,0.66,10/3/21,0.63,10/6/21,7.94,10/10/21,0.56,10/13/21,0.41,9/6/21,0.59,9/9/21,21.25,9/13/21,24.57,9/16/21,3.81,9/20/21,1.44,9/23/21,0.72,9/27/21,5.84,9/30/21,0.69,10/4/21,0.97,10/7/21,15.31,10/11/21,1.12,10/14/21,5.16,9/5/21,9/8/21,14.77,21.66,6.89,9/24/21,9/29/21,15.206,20.791,5.5850,10/15/21,10/20/21,14.861,21.663,6.802,11/10/21,11/14/21,15.592,16.098,0.506
AP107,7/8/21,10:20,loud,loud,11,9,7/25/21,72,sunny,tonys,rural,9/2/21,0.0735,73.5,M,TRUE,7/15/21,8/28/21,,,8/28/21,n,y,10/20/21,n,,,40.669566,-96.793642,TRUE,TRUE,TRUE,TRUE,8,4,18,outside,43.4,Ground ivy,,9/4/21,9/7/21,14.69,16.92,2.23,9/4/21,0.91,9/7/21,0.56,9/11/21,3.47,9/14/21,1.16,9/18/21,0.82,9/21/21,18.12,9/25/21,30,9/28/21,1.78,10/2/21,0.87,10/5/21,6.59,10/9/21,30,10/12/21,30,9/5/21,0.93,9/8/21,3.14,9/12/21,9.63,9/15/21,0.69,9/19/21,0.78,9/22/21,28.66,9/26/21,7.65,9/29/21,1.38,10/3/21,6.84,10/6/21,30,10/10/21,6.31,10/13/21,6.28,9/4/21,9/7/21,14.69,16.92,2.23,9/24/21,9/28/21,15.272,19.242,3.9700,10/15/21,10/19/21,14.831,19.834,5.003,11/10/21,11/14/21,15.074,15.882,0.808
AP108,7/11/21,09:03,quiet,quiet,26,4,7/25/21,67,sunny,campus,city,9/2/21,0.1056,105.6,F,FALSE,8/12/21,,,,8/12/21,n,n,,n,10/20/21,,40.8179382,-96.7040161,FALSE,TRUE,TRUE,TRUE,2,6,8,outside,39.9,"Sewer grate, twigs",,9/5/21,9/8/21,14.73,22.9,8.17,9/5/21,0.5,9/8/21,0.5,9/12/21,0.75,9/15/21,1.62,9/19/21,6.29,9/22/21,1,9/26/21,1.15,9/29/21,7,10/3/21,7.47,10/6/21,30,10/10/21,9.19,10/13/21,4.72,9/6/21,1.15,9/9/21,2.75,9/13/21,0.59,9/16/21,0.97,9/20/21,11.94,9/23/21,7,9/27/21,0.72,9/30/21,30,10/4/21,5.37,10/7/21,1.03,10/11/21,20.84,10/14/21,30,9/5/21,9/8/21,14.73,22.90,8.17,9/24/21,9/29/21,15.104,18.988,3.8840,10/15/21,10/20/21,13.362,19.152,5.790,11/10/21,11/14/21,15.589,15.558,-0.031
AP109,7/11/21,09:07,loud,quiet,1,8,7/25/21,67,sunny,campus,city,9/2/21,0.1063,106.3,F,FALSE,7/23/21,8/23/21,,,8/23/21,y,n,,n,,,40.8179382,-96.7040161,TRUE,TRUE,TRUE,TRUE,2,19,47,outside,36.6,Canada yew,,9/4/21,9/7/21,14.96,18.67,3.71,9/4/21,2.82,9/7/21,1.41,9/11/21,1.1,9/14/21,0.53,9/18/21,1.91,9/21/21,3.1,9/25/21,0.85,9/28/21,2.22,10/2/21,0.81,10/5/21,1.97,10/9/21,1.94,10/12/21,0.63,9/5/21,9.75,9/8/21,3.94,9/12/21,1.34,9/15/21,3.5,9/19/21,1.72,9/22/21,1.97,9/26/21,0.78,9/29/21,4.22,10/3/21,0.84,10/6/21,0.75,10/10/21,0.72,10/13/21,2.9,9/4/21,9/7/21,14.96,18.67,3.71,9/24/21,9/28/21,15.178,20.810,5.6320,10/15/21,10/19/21,14.881,24.339,9.458,11/10/21,11/14/21,15.178,16.093,0.915
AP110,7/11/21,09:13,,,,,,68,sunny,campus,city,9/2/21,0.0654,65.4,F,FALSE,7/20/21,8/9/21,9/2/21,,9/2/21,y,n,,n,,,40.8179382,-96.7040161,TRUE,TRUE,TRUE,TRUE,2,47,49,outside,21.4,Canada yew,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.0000,,,,,0.000,,,,,0.000
AP111,7/11/21,09:17,loud,quiet,5,1,7/25/21,68,sunny,campus,city,9/2/21,0.0862,86.2,F,FALSE,8/6/21,9/1/21,,,9/1/21,y,n,,y,10/3/21,,40.8179382,-96.7040161,FALSE,TRUE,TRUE,TRUE,19,33,47,outside,23.7,Canada yew,,9/4/21,9/7/21,14.92,18.59,3.67,9/4/21,0.37,9/7/21,3.56,9/11/21,0.31,9/14/21,0.72,9/18/21,1.31,9/21/21,0.4,9/25/21,0.72,9/28/21,1,10/2/21,0.38,10/5/21,0.59,10/9/21,0.66,10/12/21,0.44,9/5/21,0.59,9/8/21,0.94,9/12/21,0.82,9/15/21,1.28,9/19/21,0.87,9/22/21,8.47,9/26/21,2.41,9/29/21,1.32,10/3/21,16.97,10/6/21,0.63,10/10/21,8.28,10/13/21,14.25,9/4/21,9/7/21,14.92,18.59,3.67,9/24/21,9/28/21,15.092,20.700,5.6080,10/15/21,10/19/21,15.799,18.887,3.088,11/10/21,11/14/21,15.188,16.295,1.107
AP112,7/11/21,09:20,quiet,quiet,8,3,7/25/21,68,sunny,campus,city,9/2/21,0.0694,69.4,M,TRUE,7/20/21,8/19/21,,,8/19/21,n,n,,n,,,40.8179382,-96.7040161,TRUE,TRUE,TRUE,TRUE,9,6,47,outside,26.2,"Canada yew, woodchips",,9/4/21,9/7/21,14.62,20.71,6.09,9/4/21,1.72,9/7/21,0.47,9/11/21,21.9,9/14/21,0.66,9/18/21,5.03,9/21/21,30,9/25/21,2.5,9/28/21,30,10/2/21,30,10/5/21,30,10/9/21,30,10/12/21,30,9/5/21,0.94,9/8/21,1.03,9/12/21,0.66,9/15/21,22.44,9/19/21,1.75,9/22/21,5.03,9/26/21,29.69,9/29/21,5.66,10/3/21,30,10/6/21,1.22,10/10/21,0.82,10/13/21,30,9/4/21,9/7/21,14.62,20.71,6.09,9/24/21,9/28/21,14.463,18.925,4.4620,10/15/21,10/19/21,14.742,16.289,1.547,11/10/21,11/14/21,15.327,15.937,0.610
AP113,7/11/21,09:25,loud,quiet,9,1,7/25/21,69,sunny,campus,city,9/2/21,,0,,FALSE,7/20/21,,,,7/20/21,n,y,9/1/21,n,,,40.8179382,-96.7040161,TRUE,TRUE,TRUE,TRUE,9,25,96,outside,15.6,Canada yew,,9/4/21,9/7/21,15.49,18.69,3.2,9/4/21,,9/7/21,,9/11/21,,9/14/21,,9/18/21,,9/21/21,,9/25/21,,9/28/21,,10/2/21,,10/5/21,,10/9/21,,10/12/21,,9/5/21,,9/8/21,,9/12/21,,9/15/21,,9/19/21,,9/22/21,,9/26/21,,9/29/21,,10/3/21,,10/6/21,,10/10/21,,10/13/21,,9/4/21,9/7/21,15.49,18.69,3.20,9/24/21,,15.036,,-15.0360,,,,,0.000,11/10/21,11/14/21,15.169,15.713,0.544
AP114,7/11/21,09:28,silent,silent,12,3,7/25/21,69,sunny,campus,city,9/2/21,,,M,TRUE,7/20/21,8/9/21,8/31/21,,8/31/21,n,y,10/12/21,n,,,40.8179382,-96.7040161,TRUE,TRUE,TRUE,TRUE,1,17,82,outside,14.2,Canada yew,,9/4/21,9/7/21,15.16,22.06,6.9,9/4/21,0.38,9/7/21,0.41,9/11/21,0.79,9/14/21,4.78,9/18/21,1.66,9/21/21,14.69,9/25/21,30,9/28/21,30,10/2/21,30,10/5/21,30,10/9/21,30,10/12/21,,9/5/21,0.68,9/8/21,0.75,9/12/21,0.9,9/15/21,0.87,9/19/21,20.25,9/22/21,1.56,9/26/21,2.62,9/29/21,1.13,10/3/21,30,10/6/21,26.56,10/10/21,30,10/13/21,,9/4/21,9/7/21,15.16,22.06,6.90,9/24/21,9/28/21,14.919,19.786,4.8670,10/15/21,10/19/21,15.052,16.147,1.095,11/10/21,11/14/21,15.266,15.703,0.437
AP115,7/11/21,09:31,loud,loud,14,5,7/25/21,69,sunny,campus,city,9/2/21,0.0712,71.2,M,TRUE,7/20/21,8/9/21,8/31/21,,8/31/21,n,n,,n,,,40.8179382,-96.7040161,TRUE,TRUE,TRUE,TRUE,1,24,38,outside,17.9,Canada yew,,9/4/21,9/7/21,14.91,18.29,3.38,9/4/21,0.28,9/7/21,0.39,9/11/21,0.37,9/14/21,8.37,9/18/21,0.65,9/21/21,4.16,9/25/21,9.06,9/28/21,0.53,10/2/21,0.84,10/5/21,30,10/9/21,0.56,10/12/21,30,9/5/21,1.38,9/8/21,0.72,9/12/21,11.29,9/15/21,30,9/19/21,2.75,9/22/21,1.18,9/26/21,30,9/29/21,30,10/3/21,1.07,10/6/21,30,10/10/21,4.94,10/13/21,30,9/4/21,9/7/21,14.91,18.29,3.38,9/24/21,9/28/21,15.034,18.162,3.1280,10/15/21,10/19/21,14.807,17.637,2.830,11/10/21,11/14/21,15.194,17.289,2.095
AP116,7/11/21,09:33,quiet,loud,16,2,7/25/21,69,sunny,campus,city,9/2/21,0.0834,83.4,F,FALSE,7/30/21,8/23/21,,,8/23/21,y,n,,n,,,40.8179382,-96.7040161,TRUE,TRUE,TRUE,TRUE,1,37,92,outside,10.5,Canada yew,,9/5/21,9/8/21,15.1,20.02,4.92,9/5/21,0.28,9/8/21,0.5,9/12/21,0.66,9/15/21,3.62,9/19/21,0.5,9/22/21,8.88,9/26/21,2.53,9/29/21,3.47,10/4/21,0.78,10/6/21,1.21,10/10/21,0.53,10/13/21,4.18,9/6/21,0.85,9/9/21,0.94,9/13/21,5.87,9/16/21,1,9/20/21,8.91,9/23/21,1.22,9/27/21,0.62,9/30/21,0.93,10/3/21,8,10/7/21,0.5,10/11/21,7.53,10/14/21,4.75,9/5/21,9/8/21,15.10,20.02,4.92,9/24/21,9/29/21,14.945,20.164,5.2190,10/15/21,10/20/21,15.005,20.175,5.170,11/10/21,11/14/21,15.258,15.652,0.394
AP117,7/11/21,09:39,loud,quiet,17,4,7/25/21,69,sunny,campus,city,9/2/21,0.0587,58.7,F,FALSE,7/23/21,8/12/21,9/2/21,,9/2/21,y,n,,y,10/17/21,,40.8179382,-96.7040161,TRUE,TRUE,TRUE,TRUE,11,33,94,outside,9.2,Canada yew,,9/5/21,9/8/21,14.87,18.26,3.39,9/5/21,0.56,9/8/21,0.57,9/12/21,2.31,9/15/21,0.87,9/19/21,1.32,9/22/21,0.31,9/26/21,0.84,9/29/21,0.5,10/4/21,1.37,10/6/21,0.75,10/10/21,0.5,10/13/21,30,9/6/21,2.56,9/9/21,1.28,9/13/21,1.59,9/16/21,5.53,9/20/21,2.18,9/23/21,5.18,9/27/21,2.72,9/30/21,6,10/3/21,0.75,10/7/21,0.88,10/11/21,3.06,10/14/21,13.75,9/5/21,9/8/21,14.87,18.26,3.39,9/24/21,9/29/21,14.750,18.818,4.0680,10/15/21,10/20/21,14.979,19.349,4.370,11/10/21,11/14/21,15.176,15.248,0.072
AP118,7/11/21,09:42,quiet,quiet,20,1,7/25/21,70,sunny,campus,city,9/2/21,0.1119,111.9,F,FALSE,8/3/21,8/28/21,,,8/28/21,n,n,,n,,,40.8179382,-96.7040161,TRUE,TRUE,TRUE,TRUE,4,78,86,outside,30.2,Canada yew,,9/5/21,9/8/21,15.18,19.81,4.63,9/5/21,0.4,9/8/21,15.4,9/12/21,0.66,9/15/21,0.54,9/19/21,0.6,9/22/21,2.38,9/26/21,0.9,9/29/21,0.43,10/4/21,0.32,10/6/21,4.41,10/10/21,0.82,10/13/21,13.6,9/6/21,3.32,9/9/21,1.15,9/13/21,7.84,9/16/21,8.9,9/20/21,0.66,9/23/21,0.66,9/27/21,5,9/30/21,4.38,10/3/21,0.66,10/7/21,1.35,10/11/21,0.71,10/14/21,4.31,9/5/21,9/8/21,15.18,19.81,4.63,9/24/21,9/29/21,15.399,17.746,2.3470,10/15/21,10/20/21,14.745,20.461,5.716,11/10/21,11/14/21,14.616,15.177,0.561
AP119,7/11/21,09:44,,,,,,70,sunny,campus,city,9/2/21,,,F,FALSE,,,,,,n,y,,n,,,40.8179382,-96.7040161,TRUE,TRUE,TRUE,TRUE,5,96,98,outside,22.6,Canada yew,missing 7/15/21,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.0000,,,,,0.000,,,,,0.000
AP120,7/11/21,09:49,loud,quiet,21,3,7/25/21,70,sunny,campus,city,9/2/21,0.0938,93.8,F,FALSE,7/25/21,8/9/21,8/28/21,,8/28/21,y,n,,n,,,40.8179382,-96.7040161,TRUE,TRUE,TRUE,TRUE,1,21,84,outside,6.5,Canada yew,,9/5/21,9/8/21,16.54,21.4,4.86,9/5/21,0.66,9/8/21,0.43,9/12/21,0.43,9/15/21,0.53,9/19/21,0.44,9/22/21,0.47,9/26/21,0.5,9/29/21,0.38,10/3/21,0.57,10/6/21,0.53,10/10/21,1.44,10/13/21,0.38,9/6/21,0.75,9/9/21,0.87,9/13/21,3.66,9/16/21,0.69,9/20/21,0.57,9/23/21,1.9,9/27/21,5.75,9/30/21,1.19,10/4/21,0.5,10/7/21,0.66,10/11/21,0.57,10/14/21,1.65,9/5/21,9/8/21,16.54,21.40,4.86,9/24/21,9/29/21,14.877,20.409,5.5320,10/15/21,10/20/21,15.024,21.049,6.025,11/10/21,11/14/21,15.500,15.855,0.355
AP121,7/11/21,09:53,silent,silent,23,5,7/25/21,70,sunny,campus,city,9/2/21,,,M,TRUE,8/12/21,,,,8/12/21,n,y,10/10/21,n,,,40.8179382,-96.7040161,TRUE,TRUE,TRUE,TRUE,29,15,25,outside,38.8,Canada yew,penultimate male at collection,9/5/21,9/8/21,14.87,20.15,5.28,9/5/21,30,9/8/21,30,9/12/21,30,9/15/21,30,9/19/21,30,9/22/21,30,9/26/21,30,9/29/21,30,10/3/21,15.25,10/6/21,30,10/10/21,,10/13/21,,9/6/21,0.85,9/9/21,30,9/13/21,3.72,9/16/21,2.16,9/20/21,30,9/23/21,30,9/27/21,30,9/30/21,1.47,10/4/21,3.41,10/7/21,30,10/11/21,,10/14/21,,9/5/21,9/8/21,14.87,20.15,5.28,9/24/21,9/29/21,15.138,21.118,5.9800,10/15/21,10/20/21,14.797,18.592,3.795,11/10/21,11/14/21,15.075,15.643,0.568
AP122,7/11/21,09:57,loud,loud,26,7,7/25/21,71,sunny,campus,city,9/2/21,,,M,TRUE,8/15/21,,,,8/15/21,n,y,10/13/21,n,,,40.8179382,-96.7040161,TRUE,TRUE,TRUE,TRUE,2,6,30,outside,84.8,"Canada yew, leaf litter",penultimate male at collection,9/5/21,9/8/21,14.49,17.54,3.05,9/5/21,2.91,9/8/21,0.75,9/12/21,0.97,9/15/21,30,9/19/21,1.28,9/22/21,30,9/26/21,0.88,9/29/21,0.63,10/3/21,30,10/6/21,30,10/10/21,30,10/13/21,,9/6/21,30,9/9/21,0.65,9/13/21,3.5,9/16/21,1.09,9/20/21,1.25,9/23/21,2.28,9/27/21,30,9/30/21,30,10/4/21,30,10/7/21,30,10/11/21,30,10/14/21,,9/5/21,9/8/21,14.49,17.54,3.05,9/24/21,9/29/21,14.759,16.311,1.5520,10/15/21,10/20/21,14.465,14.556,0.091,11/10/21,11/14/21,15.346,17.067,1.721
AP123,7/11/21,10:03,quiet,quiet,2,9,7/25/21,71,sunny,campus,city,9/2/21,,,M,TRUE,8/6/21,8/28/21,,,8/28/21,n,y,10/9/21,n,,,40.8179382,-96.7040161,FALSE,TRUE,TRUE,TRUE,25,37,66,outside,22.8,Canada yew,,9/4/21,9/7/21,14.76,17.3,2.54,9/4/21,0.97,9/7/21,3.91,9/11/21,3.12,9/14/21,2.81,9/18/21,5.28,9/21/21,30,9/25/21,29.25,9/28/21,30,10/2/21,30,10/5/21,30,10/9/21,,10/12/21,,9/5/21,30,9/8/21,8,9/12/21,30,9/15/21,9.59,9/19/21,3.62,9/22/21,30,9/26/21,8.47,9/29/21,30,10/3/21,20,10/6/21,30,10/10/21,,10/13/21,,9/4/21,9/7/21,14.76,17.30,2.54,9/24/21,9/28/21,14.766,15.695,0.9290,10/15/21,10/19/21,14.975,15.122,0.147,11/10/21,11/14/21,14.674,15.185,0.511
AP124,7/11/21,10:12,loud,quiet,3,2,7/25/21,71,sunny,campus,city,9/2/21,,,M,FALSE,8/9/21,,,,8/9/21,n,y,9/5/21,n,,,40.817432,-96.703267,TRUE,TRUE,TRUE,TRUE,13,43,57,outside,41.7,Eastern red cedar,,9/4/21,9/7/21,14.73,18.29,3.56,9/4/21,8.97,9/7/21,,9/11/21,,9/14/21,,9/18/21,,9/21/21,,9/25/21,,9/28/21,,10/2/21,,10/5/21,,10/9/21,,10/12/21,,9/5/21,,9/8/21,,9/12/21,,9/15/21,,9/19/21,,9/22/21,,9/26/21,,9/29/21,,10/3/21,,10/6/21,,10/10/21,,10/13/21,,9/4/21,9/7/21,14.73,18.29,3.56,9/24/21,,14.837,,-14.8370,,,,,0.000,11/10/21,11/14/21,15.562,16.948,1.386
AP125,7/11/21,10:18,quiet,quiet,6,2,7/25/21,72,sunny,campus,city,9/2/21,0.1268,126.8,F,FALSE,8/12/21,9/1/21,,,9/1/21,n,n,,n,,,40.81722,-96.702962,FALSE,TRUE,TRUE,TRUE,2,12,21,outside,26.7,Wintercreeper,,9/4/21,9/7/21,15.06,21.95,6.89,9/4/21,1,9/7/21,0.44,9/11/21,0.5,9/14/21,0.56,9/18/21,0.53,9/21/21,0.5,9/25/21,0.44,9/28/21,0.85,10/2/21,1.09,10/5/21,5.71,10/9/21,2.09,10/12/21,5.84,9/5/21,1.75,9/8/21,0.63,9/12/21,1.66,9/15/21,0.75,9/19/21,0.75,9/22/21,0.53,9/26/21,2.37,9/29/21,2.31,10/3/21,3.12,10/6/21,0.87,10/10/21,1.22,10/13/21,5.56,9/4/21,9/7/21,15.06,21.95,6.89,9/24/21,9/28/21,15.095,23.412,8.3170,10/15/21,10/19/21,14.964,21.439,6.475,11/10/21,11/14/21,15.289,15.727,0.438
AP126,7/11/21,10:21,,,,,,72,sunny,campus,city,9/2/21,0.1605,160.5,F,FALSE,7/20/21,,,,7/20/21,y,n,,y,10/17/21,,40.81722,-96.702962,TRUE,TRUE,TRUE,TRUE,2,11,30,outside,89,Wintercreeper,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.0000,,,,,0.000,,,,,0.000
